No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
583	＋α	dscr using ebitda	N/A	0	削除			検索なし			対象外	不要	
584	＋α	dscr uwm	N/A	0	削除			検索なし			対象外	不要	
585	＋α	dscr vs conventional loan	N/A	10	記事	Know（DSCRの概要を知りたい）	解説記事	基礎解説	DSCR_基礎解説	DSCRの基礎知識まとめ	権威構築	必須	ピラーページ
586	＋α	dscr visitor center	N/A	10	記事	Know（DSCRの概要を知りたい）	解説記事	基礎解説	DSCR_基礎解説	DSCRの基礎知識まとめ	権威構築	必須	ピラーページ
587	＋α	dscr vs icr	N/A	10	記事	Know（DSCRの概要を知りたい）	解説記事	基礎解説	DSCR_基礎解説	DSCRの基礎知識まとめ	権威構築	必須	ピラーページ
588	＋α	dscr vs fccr	N/A	0	削除			検索なし			対象外	不要	
589	＋α	dscr value	N/A	10	記事	Know（DSCRの概要を知りたい）	解説記事	基礎解説	DSCR_基礎解説	DSCRの基礎知識まとめ	権威構築	必須	ピラーページ
590	＋α	dscr vs debt yield	N/A	0	削除			検索なし			対象外	不要	
591	＋α	dscr vs iscr	N/A	N/A	削除			検索なし			対象外	不要	
592	＋α	dscr vs foir	N/A	0	削除			検索なし			対象外	不要	
593	＋α	dscr vs llcr	N/A	0	削除			検索なし			対象外	不要	
594	＋α	dscr vs conventional loan rates	N/A	0	削除			検索なし			対象外	不要	
595	＋α	dscr what is it	N/A	10	記事	Know（DSCRの概要を知りたい）	解説記事	基礎解説	DSCR_基礎解説	DSCRの基礎知識まとめ	権威構築	必須	ピラーページ
596	＋α	dscr worksheet	N/A	0	削除			検索なし			対象外	不要	
597	＋α	dscr wholesale lenders	N/A	0	削除			検索なし			対象外	不要	
598	＋α	dscr with example	N/A	0	削除			検索なし			対象外	不要	
599	＋α	dscr with 10 down	N/A	0	削除			検索なし			対象外	不要	
600	＋α	dscr working	N/A	0	削除			検索なし			対象外	不要	
601	＋α	dscr weather	N/A	0	削除			検索なし			対象外	不要	
602	＋α	dscr with no down payment	N/A	0	削除			検索なし			対象外	不要	
603	＋α	dscr what does it mean	N/A	N/A	削除			検索なし			対象外	不要	
604	＋α	dscr website	N/A	0	削除			検索なし			対象外	不要	
605	＋α	dscr lock up	N/A	10	記事	Know（DSCRの概要を知りたい）	解説記事	基礎解説	DSCR_基礎解説	DSCRの基礎知識まとめ	権威構築	必須	ピラーページ
606	＋α	dscr x	41	5400	記事	Know（DSCRの概要を知りたい）	解説記事	基礎解説	DSCR_基礎解説	DSCRの基礎知識まとめ	権威構築	必須	ピラーページ
607	＋α	dscr loan delinquency rate	N/A	N/A	削除			検索なし			対象外	不要	
608	＋α	dscr level	N/A	0	削除			検索なし			対象外	不要	
609	＋α	dscr loan calculator	N/A	10	記事	Know（DSCRの概要を知りたい）	解説記事	基礎解説	DSCR_基礎解説	DSCRの基礎知識まとめ	権威構築	必須	ピラーページ
610	＋α	dscr loan meaning	N/A	10	記事	Know（DSCRの概要を知りたい）	解説記事	基礎解説	DSCR_基礎解説	DSCRの基礎知識まとめ	権威構築	必須	ピラーページ
611	＋α	dscr lock up ratio	N/A	N/A	削除			検索なし			対象外	不要	
612	＋α	dscr yang baik	N/A	10	記事	Know（DSCRの概要を知りたい）	解説記事	基礎解説	DSCR_基礎解説	DSCRの基礎知識まとめ	権威構築	必須	ピラーページ
613	＋α	dscr yang bagus berapa	N/A	0	削除			検索なし			対象外	不要	
614	＋α	30 year dscr loan rates	N/A	0	削除			検索なし			対象外	不要	
615	＋α	30 year dscr loan	N/A	N/A	削除			検索なし			対象外	不要	
616	＋α	40 year dscr loan	N/A	N/A	削除			検索なし			対象外	不要	
617	＋α	15 year dscr loan	N/A	N/A	削除			検索なし			対象外	不要	
618	＋α	dscr zip code	N/A	0	削除			検索なし			対象外	不要	
619	＋α	dscr zero down	N/A	0	削除			検索なし			対象外	不要	
620	＋α	dscr značenje	N/A	0	削除			検索なし			対象外	不要	
621	＋α	dscr zero	N/A	0	削除			検索なし			対象外	不要	
622	＋α	dscr zkratka	N/A	0	削除			検索なし			対象外	不要	
