No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
437	＋α	住宅ローン 年収の何倍	33	5400	記事	Know（いくら借りられるか知りたい）	ガイド記事	借入可能額	住宅ローン借入額		権威構築	補足	
438	＋α	住宅ローン 年末残高証明書	33	1600	記事	Do（残高確認をしたい）	ハウツー記事	残高確認	住宅ローン_残高確認		権威構築	補足	
439	＋α	住宅ローン ネット銀行	57	5400	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
440	＋α	住宅ローン 年収	33	2400	記事	Know（いくら借りられるか知りたい）	ガイド記事	借入可能額	住宅ローン借入額		権威構築	補足	
441	＋α	住宅ローン 年齢	33	880	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
442	＋α	住宅ローン 乗り換え	61	880	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
443	＋α	住宅ローン 納税証明書	33	390	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
444	＋α	住宅ローン 農協	31	1600	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
445	＋α	住宅ローン 乗り換え手数料	61	90	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
446	＋α	住宅ローン 残ってる 売却	31	210	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
447	＋α	住宅ローン 脳梗塞	33	170	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
448	＋α	住宅ローン 納税証明書 どれ	33	90	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
449	＋α	住宅ローン 納税証明書 いらない	33	90	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
450	＋α	住宅ローン 納税証明書 何年分	33	70	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
451	＋α	住宅ローン ノンバンク ランキング	53	140	記事	Buy（最適な住宅ローンを選びたい）	比較記事	おすすめ比較	住宅ローン_おすすめ比較		権威構築	補足	
452	＋α	住宅ローン 払えなくなったら	44	1300	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
453	＋α	住宅ローン 破産	41	1300	記事	Know（返済の悩みを解決したい）	解説記事	返済の悩み	住宅ローン_返済の悩み		権威構築	補足	
454	＋α	住宅ローン 払えない	41	1000	記事	Know（返済の悩みを解決したい）	解説記事	返済の悩み	住宅ローン_返済の悩み		権威構築	補足	
455	＋α	住宅ローン 破綻率	36	480	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン税率		権威構築	補足	
456	＋α	住宅ローン 払えない人 特徴	28	170	記事	Know（返済の悩みを解決したい）	解説記事	返済の悩み	住宅ローン_返済の悩み		権威構築	補足	
457	＋α	住宅ローン 派遣社員	23	480	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
458	＋α	住宅ローン 早く返す	60	140	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
459	＋α	住宅ローン 払い終わったら	33	170	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
460	＋α	住宅ローン ハザードマップ	26	40	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
461	＋α	住宅ローン 比較	52	4400	記事	Buy（最適な住宅ローンを選びたい）	比較記事	おすすめ比較	住宅ローン金利		権威構築	補足	
462	＋α	住宅ローン 必要書類	33	1300	記事	Do（住宅ローンの手続きをしたい）	ハウツー記事	手続き	住宅ローン_手続き		権威構築	補足	
463	＋α	住宅ローン 比較サイト	33	590	記事	Buy（最適な住宅ローンを選びたい）	比較記事	おすすめ比較	住宅ローン金利		権威構築	補足	
464	＋α	住宅ローン 引っ越し費用	33	320	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
465	＋α	住宅ローン 引き落とし日	33	210	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
466	＋α	住宅ローン 比較 シミュレーション	60	320	計算ページ	Do（住宅ローンをシミュレーションしたい）	計算ツール		住宅ローン金利		ツール集客	補足	
467	＋α	住宅ローン 肥後銀行	50	1600	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
468	＋α	住宅ローン 広島銀行	49	110	削除			地域KW			対象外	不要	
469	＋α	住宅ローン 引き落とし 残高不足 信用	32	50	記事	Do（残高確認をしたい）	ハウツー記事	残高確認	住宅ローン_残高確認		権威構築	補足	
470	＋α	住宅ローン 百五銀行	48	1900	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
471	＋α	住宅ローン フラット35	54	1900	記事	Know（金利タイプを比較したい）	ガイド記事	金利比較	住宅ローン_金利比較		権威構築	補足	
472	＋α	住宅ローン ふるさと納税	33	1600	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
473	＋α	住宅ローン フラット35 金利	56	1300	記事	Know（金利タイプを比較したい）	ガイド記事	金利比較	住宅ローン金利		権威構築	補足	
474	＋α	住宅ローン 夫婦	33	880	記事	Know（ペアローン・連帯について知りたい）	解説記事	ペアローン	住宅ローン_ペアローン		権威構築	補足	
475	＋α	住宅ローン フルローン	33	480	記事	Know（頭金・自己資金について知りたい）	ガイド記事	頭金	住宅ローン_頭金		権威構築	補足	
476	＋α	住宅ローン 福岡銀行	54	3600	削除			地域KW			対象外	不要	
477	＋α	住宅ローン 複数	33	170	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
478	＋α	住宅ローン 不安	28	390	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
479	＋α	住宅ローン ふるさと納税 初年度	33	90	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
480	＋α	住宅ローン フラット	58	210	記事	Know（金利タイプを比較したい）	ガイド記事	金利比較	住宅ローン_金利比較		権威構築	補足	
481	＋α	住宅ローン 返済比率	33	2400	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン返済		権威構築	補足	
482	＋α	住宅ローン 平均	33	1600	記事	Know（住宅ローンの金額・相場を知りたい）	ガイド記事	相場ガイド	住宅ローン_相場ガイド		権威構築	補足	
483	＋α	住宅ローン 変動 固定	55	2400	記事	Know（金利タイプを比較したい）	ガイド記事	金利比較	住宅ローン金利		権威構築	補足	
484	＋α	住宅ローン 変動	56	1000	記事	Know（金利タイプを比較したい）	ガイド記事	金利比較	住宅ローン金利		権威構築	補足	
485	＋α	住宅ローン 保証料	33	2900	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
486	＋α	住宅ローン 本審査 期間	52	2400	記事	Know（住宅ローン審査について知りたい）	解説記事	審査	住宅ローン審査		権威構築	補足	
487	＋α	住宅ローン 保証人	33	1900	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
488	＋α	住宅ローン 保険	58	1300	記事	Know（保険と住宅ローンの関係を知りたい）	解説記事	保険	住宅ローン_保険		権威構築	補足	
489	＋α	住宅ローン 本審査 複数	33	1000	記事	Know（住宅ローン審査について知りたい）	解説記事	審査	住宅ローン審査		権威構築	補足	
490	＋α	住宅ローン 本審査	51	1900	記事	Know（住宅ローン審査について知りたい）	解説記事	審査	住宅ローン審査		権威構築	補足	
491	＋α	住宅ローン 本審査 必要書類	33	1300	記事	Know（住宅ローン審査について知りたい）	解説記事	審査	住宅ローン審査		権威構築	補足	
492	＋α	住宅ローン 補助金	33	590	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
493	＋α	住宅ローン 保証会社	33	720	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
494	＋α	住宅ローン 保証料 相場	33	320	記事	Know（住宅ローンの金額・相場を知りたい）	ガイド記事	相場ガイド	住宅ローン_相場ガイド		権威構築	補足	
495	＋α	住宅ローン 毎月の返済額	33	480	計算ページ	Do（返済額を計算したい）	計算ツール		住宅ローン返済		ツール集客	補足	
496	＋α	住宅ローン 前倒し	60	260	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
497	＋α	住宅ローン マイナポータル	33	70	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
498	＋α	住宅ローン マイカーローン	33	390	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
499	＋α	住宅ローン マンション	33	320	記事	Know（不動産での住宅ローンを知りたい）	解説記事	不動産特化	住宅ローン_不動産特化		権威構築	補足	
500	＋α	住宅ローン 前倒し返済	82	90	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン返済		権威構築	補足	
501	＋α	住宅ローン 毎月いくら	60	170	計算ページ	Do（返済額を計算したい）	計算ツール		住宅ローン計算	住宅ローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
502	＋α	住宅ローン マイカーローン まとめる	45	110	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
503	＋α	住宅ローン まとめる	33	320	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
504	＋α	住宅ローン まとめて返済	61	70	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン返済		権威構築	補足	
505	＋α	住宅ローン 三菱ufj	57	14800	記事	Know（ufjの住宅ローンを知りたい）	ガイド記事	特定企業	住宅ローン_特定企業		権威構築	補足	
506	＋α	住宅ローン 三井住友	53	3600	記事	Know（三井住友の住宅ローンを知りたい）	ガイド記事	特定企業	住宅ローン_特定企業		権威構築	補足	
507	＋α	住宅ローン みずほ	59	2900	記事	Know（みずほの住宅ローンを知りたい）	ガイド記事	特定企業	住宅ローン_特定企業		権威構築	補足	
508	＋α	住宅ローン みんな いくら払ってる 東京	33	170	削除			地域KW			対象外	不要	
509	＋α	住宅ローン 見直し	54	390	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
510	＋α	住宅ローン 三井住友銀行	59	9900	記事	Know（三井住友の住宅ローンを知りたい）	ガイド記事	特定企業	住宅ローン_特定企業		権威構築	補足	
511	＋α	住宅ローン 三井住友信託銀行	58	9900	記事	Know（金融商品の住宅ローンを知りたい）	解説記事	金融商品	住宅ローン_金融商品		権威構築	補足	
512	＋α	住宅ローン 三菱	52	1600	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
513	＋α	住宅ローン 三井住友信託	52	1000	記事	Know（金融商品の住宅ローンを知りたい）	解説記事	金融商品	住宅ローン_金融商品		権威構築	補足	
514	＋α	住宅ローン 民泊	25	170	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
515	＋α	住宅ローン 無理のない返済比率	47	720	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン返済		権威構築	補足	
516	＋α	住宅ローン 無理のない返済比率 計算	33	210	計算ページ	Do（返済額を計算したい）	計算ツール		住宅ローン返済		ツール集客	補足	
517	＋α	住宅ローン 無職	32	480	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
518	＋α	住宅ローン 無担保	33	720	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
519	＋α	住宅ローン mufg	52	880	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
520	＋α	住宅ローン 武蔵野銀行	52	1300	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
521	＋α	住宅ローン 無担保ローン	54	210	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
522	＋α	住宅ローン 無理なく返せる額	54	140	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
523	＋α	住宅ローン 無担保 有担保	33	30	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
524	＋α	住宅ローン 難しい	33	30	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
525	＋α	住宅ローン 目安	56	1300	記事	Know（住宅ローンの金額・相場を知りたい）	ガイド記事	相場ガイド	住宅ローン_相場ガイド		権威構築	補足	
526	＋α	住宅ローン 名義変更	33	1000	記事	Know（住宅ローンの改正内容を知りたい）	解説記事	法改正	住宅ローン_法改正		権威構築	補足	
527	＋α	住宅ローン 目安 年収	53	5400	記事	Know（いくら借りられるか知りたい）	ガイド記事	借入可能額	住宅ローン借入額		権威構築	補足	
528	＋α	住宅ローン メリット	33	260	記事	Know（住宅ローンのメリット・リスクを知りたい）	解説記事	比較・検討	住宅ローン_比較・検討		権威構築	補足	
529	＋α	住宅ローン 免除	33	260	記事	Know（住宅ローンの控除・軽減を知りたい）	解説記事	控除・特例	住宅ローン_控除・特例		権威構築	補足	
530	＋α	住宅ローン 面積	33	110	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
531	＋α	住宅ローン 名義変更 夫から妻	38	390	記事	Know（住宅ローンの改正内容を知りたい）	解説記事	法改正	住宅ローン_法改正		権威構築	補足	
532	＋α	住宅ローン メガバンク おすすめ	33	70	記事	Buy（最適な住宅ローンを選びたい）	比較記事	おすすめ比較	住宅ローン_おすすめ比較		権威構築	補足	
533	＋α	住宅ローン 名義	33	170	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
534	＋α	住宅ローン 名義人が死亡した場合	29	50	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
535	＋α	住宅ローン モゲチェック	38	480	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
536	＋α	住宅ローン 持分割合 計算	26	110	計算ページ	Do（返済額を計算したい）	計算ツール		住宅ローン計算	住宅ローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
537	＋α	住宅ローン 申し込み	59	320	記事	Do（住宅ローンの手続きをしたい）	ハウツー記事	手続き	住宅ローン_手続き		権威構築	補足	
538	＋α	住宅ローン 申し込み 流れ	60	140	記事	Do（住宅ローンの手続きをしたい）	ハウツー記事	手続き	住宅ローン_手続き		権威構築	補足	
539	＋α	住宅ローン 持分割合	27	140	記事	Do（住宅ローンの延納・分割を知りたい）	ハウツー記事	延納・分割	住宅ローン_延納・分割		権威構築	補足	
540	＋α	住宅ローン 元金	62	70	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
541	＋α	住宅ローン 申し込み 必要書類	60	170	記事	Do（住宅ローンの手続きをしたい）	ハウツー記事	手続き	住宅ローン_手続き		権威構築	補足	
542	＋α	住宅ローン 元金とは	33	70	記事	Know（住宅ローンの仕組みを理解したい）	解説記事	基礎解説	住宅ローン基礎解説		権威構築	補足	
543	＋α	住宅ローン 持分割合 変更	28	30	記事	Know（住宅ローンの改正内容を知りたい）	解説記事	法改正	住宅ローン_法改正		権威構築	補足	
544	＋α	住宅ローン 申し込み タイミング	33	70	記事	Do（住宅ローンの手続きをしたい）	ハウツー記事	手続き	住宅ローン_手続き		権威構築	補足	
545	＋α	住宅ローン 安い	56	480	記事	Know（住宅ローンの金額を知りたい）	ガイド記事	金額	住宅ローン_金額		権威構築	補足	
546	＋α	住宅ローン 安い銀行	33	320	記事	Know（住宅ローンの金額を知りたい）	ガイド記事	金額	住宅ローン_金額		権威構築	補足	
547	＋α	住宅ローン 安いところ	57	170	記事	Know（住宅ローンの金額を知りたい）	ガイド記事	金額	住宅ローン_金額		権威構築	補足	
548	＋α	住宅ローン やばい	47	170	記事	Know（返済の悩みを解決したい）	解説記事	返済の悩み	住宅ローン_返済の悩み		権威構築	補足	
549	＋α	住宅ローン 安い ランキング	33	110	記事	Buy（最適な住宅ローンを選びたい）	比較記事	おすすめ比較	住宅ローン_おすすめ比較		権威構築	補足	
550	＋α	住宅ローン 家賃支払いの有無	33	110	記事	Know（住宅ローンの時期を知りたい）	ガイド記事	時期・スケジュール	住宅ローン_時期・スケジュール		権威構築	補足	
551	＋α	住宅ローン 安くする方法	53	110	記事	Do（住宅ローンの手続き・対策を知りたい）	ハウツー記事	手続き・対策	住宅ローン_手続き・対策		権威構築	補足	
552	＋α	住宅ローン 山口銀行	51	880	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
553	＋α	住宅ローン ヤフーニュース	46	50	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
554	＋α	住宅ローン 約定利率とは	59	20	記事	Know（住宅ローンの仕組みを理解したい）	解説記事	基礎解説	住宅ローン基礎解説		権威構築	補足	
555	＋α	住宅ローン 融資手数料	33	590	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
556	＋α	住宅ローン 融資実行日	31	480	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
557	＋α	住宅ローン 優遇金利	33	590	記事	Know（金利タイプを比較したい）	ガイド記事	金利比較	住宅ローン金利		権威構築	補足	
558	＋α	住宅ローン 融資	61	260	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
559	＋α	住宅ローン 融資 余った	36	320	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
560	＋α	住宅ローン ゆうちょ	52	110	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
561	＋α	住宅ローン 融資手数料型とは	33	90	記事	Know（住宅ローンの仕組みを理解したい）	解説記事	基礎解説	住宅ローン基礎解説		権威構築	補足	
562	＋α	住宅ローン 融資実行日 いつ	29	110	記事	Know（住宅ローンの時期を知りたい）	ガイド記事	時期・スケジュール	住宅ローン_時期・スケジュール		権威構築	補足	
563	＋α	住宅ローン 融資手数料 いつ払う	33	90	記事	Know（住宅ローンの時期を知りたい）	ガイド記事	時期・スケジュール	住宅ローン_時期・スケジュール		権威構築	補足	
564	＋α	住宅ローン 融資率とは	33	30	記事	Know（住宅ローンの仕組みを理解したい）	解説記事	基礎解説	住宅ローン基礎解説		権威構築	補足	
565	＋α	住宅ローン 横浜銀行	58	5400	削除			地域KW			対象外	不要	
566	＋α	住宅ローン 4500万	33	210	記事	Know（金額別の住宅ローンを知りたい）	ガイド記事	金額別	住宅ローン_金額別		権威構築	補足	
567	＋α	住宅ローン 要件	58	110	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
568	＋α	住宅ローン 余分に借りる	29	70	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
569	＋α	住宅ローン 与信	33	70	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
570	＋α	住宅ローン ランキング	52	3600	記事	Buy（最適な住宅ローンを選びたい）	比較記事	おすすめ比較	住宅ローン_おすすめ比較		権威構築	補足	
571	＋α	住宅ローン 楽天	54	3600	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
572	＋α	住宅ローン 楽天銀行	60	8100	記事	Know（楽天銀行の住宅ローンを知りたい）	ガイド記事	特定企業	住宅ローン_特定企業		権威構築	補足	
573	＋α	住宅ローン ランキング 変動	53	260	記事	Know（金利タイプを比較したい）	ガイド記事	金利比較	住宅ローン金利		権威構築	補足	
574	＋α	住宅ローン 楽天銀行 金利	62	2400	記事	Know（金利タイプを比較したい）	ガイド記事	金利比較	住宅ローン金利		権威構築	補足	
575	＋α	住宅ローン 楽天 メリット	53	30	記事	Know（住宅ローンのメリット・リスクを知りたい）	解説記事	比較・検討	住宅ローン_比較・検討		権威構築	補足	
576	＋α	住宅ローン ランキング 借り換え	53	1600	記事	Know（借り換えを検討したい）	解説記事	借り換え	住宅ローン借り換え		権威構築	補足	
577	＋α	住宅ローン 来年	53	20	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
578	＋α	住宅ローン ライフプラン	53	70	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
579	＋α	住宅ローン ランキング 金利	53	9900	記事	Know（金利タイプを比較したい）	ガイド記事	金利比較	住宅ローン金利		権威構築	補足	
580	＋α	住宅ローン 利率	60	1000	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン税率		権威構築	補足	
581	＋α	住宅ローン 利上げ	50	3600	記事	Know（金利上昇の影響を知りたい）	解説記事	金利上昇	住宅ローン_金利上昇		権威構築	補足	
582	＋α	住宅ローン 利息 計算	33	1000	計算ページ	Do（返済額を計算したい）	計算ツール		住宅ローン計算	住宅ローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
583	＋α	住宅ローン 離婚	32	2400	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
584	＋α	住宅ローン りそな	54	590	記事	Know（りそなの住宅ローンを知りたい）	ガイド記事	特定企業	住宅ローン_特定企業		権威構築	補足	
585	＋α	住宅ローン 利息	33	590	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
586	＋α	住宅ローン リフォーム	33	590	記事	Do（住宅ローンの書式を確認したい）	ハウツー記事	書式	住宅ローン_書式		権威構築	補足	
587	＋α	住宅ローン 利率 相場	33	210	記事	Know（住宅ローンの金額・相場を知りたい）	ガイド記事	相場ガイド	住宅ローン税率		権威構築	補足	
588	＋α	住宅ローン 利子	83	260	記事	Know（親族間の住宅ローンを知りたい）	解説記事	親族間	住宅ローン_親族間		権威構築	補足	
589	＋α	住宅ローン 利息 シミュレーション	65	260	計算ページ	Do（住宅ローンをシミュレーションしたい）	計算ツール		住宅ローン計算	住宅ローンの計算方法・シミュレーション	ツール集客	必須	計算ツール
590	＋α	住宅ローン ルール	56	90	記事	Know（住宅ローンのルールを知りたい）	解説記事	ルール・制度	住宅ローン_ルール・制度	住宅ローンに関する法律・ルールを解説	権威構築	必須	解説記事
591	＋α	住宅ローン ルームシェア	24	30	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
592	＋α	住宅ローン ルンバ	29	10	記事	Know（住宅ローンの概要を知りたい）	解説記事	基礎解説	住宅ローン_基礎解説	住宅ローンの基礎知識まとめ	権威構築	必須	ピラーページ
593	＋α	住宅ローン 5年 ルール	53	2900	記事	Know（住宅ローンのルールを知りたい）	解説記事	ルール・制度	住宅ローン_ルール・制度	住宅ローンに関する法律・ルールを解説	権威構築	必須	解説記事
594	＋α	住宅ローン 後悔 が る ちゃん	42	210	記事	Know（返済の悩みを解決したい）	解説記事	返済の悩み	住宅ローン_返済の悩み		権威構築	補足	
595	＋α	住宅ローン 125 ルール ない 銀行	57	90	記事	Know（住宅ローンのルールを知りたい）	解説記事	ルール・制度	住宅ローン_ルール・制度	住宅ローンに関する法律・ルールを解説	権威構築	必須	解説記事
