No	区分	キーワード	SEO難易度	月間検索数	判定	検索意図	ページ種類	トピック	ページグループ	想定ページタイトル	観点	トピカル貢献	ページ役割
379	＋α	繰上げ返済 元金	N/A	0	削除			検索なし			対象外	不要	
380	＋α	連帯債務 繰上返済 持分	N/A	0	削除			検索なし			対象外	不要	
381	＋α	繰り上げ返済 安くなる	N/A	0	削除			検索なし			対象外	不要	
382	＋α	繰り上げ返済 約定利息	N/A	0	削除			検索なし			対象外	不要	
383	＋α	繰り上げ返済 安くならない	N/A	0	削除			検索なし			対象外	不要	
384	＋α	繰り上げ返済 やめとけ	N/A	0	削除			検索なし			対象外	不要	
385	＋α	繰り上げ返済 約定日	N/A	0	削除			検索なし			対象外	不要	
386	＋α	繰り上げ返済 やるべきか	N/A	0	削除			検索なし			対象外	不要	
387	＋α	jcb 繰上返済 やり方	N/A	0	削除			検索なし			対象外	不要	
388	＋α	繰り上げ返済 優先順位	N/A	20	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
389	＋α	優良住宅ローン 繰上返済	N/A	0	削除			検索なし			対象外	不要	
390	＋α	繰上返済 読み方	N/A	30	削除			翻訳KW			対象外	不要	
391	＋α	繰上返済(銀行振込)予約	N/A	N/A	削除			検索なし			対象外	不要	
392	＋α	繰上返済(銀行振込)予約 jcb	N/A	N/A	削除			検索なし			対象外	不要	
393	＋α	繰り上げ返済 横浜銀行	54	110	削除			地域KW			対象外	不要	
394	＋α	繰り上げ返済 400万	N/A	0	削除			検索なし			対象外	不要	
395	＋α	繰り上げ返済 与信	N/A	0	削除			検索なし			対象外	不要	
396	＋α	繰り上げ返済 予約	N/A	0	削除			検索なし			対象外	不要	
397	＋α	横浜銀行 繰上返済 手数料	N/A	N/A	削除			検索なし			対象外	不要	
398	＋α	横浜銀行 繰上返済	N/A	N/A	削除			検索なし			対象外	不要	
399	＋α	横浜銀行 住宅ローン 繰上返済	N/A	0	削除			検索なし			対象外	不要	
400	＋α	繰り上げ返済 楽天カード	57	4400	記事	Know（銀行別の繰り上げ返済を知りたい）	ガイド記事	銀行別	繰上返済_銀行別		権威構築	補足	
401	＋α	繰り上げ返済 楽天	N/A	880	記事	Know（銀行別の繰り上げ返済を知りたい）	ガイド記事	銀行別	繰上返済_銀行別		権威構築	補足	
402	＋α	繰り上げ返済 ライフカード	N/A	0	削除			検索なし			対象外	不要	
403	＋α	繰上げ返済 楽天カード	N/A	0	削除			検索なし			対象外	不要	
404	＋α	繰上げ返済 楽天	N/A	0	削除			検索なし			対象外	不要	
405	＋α	楽天カード キャッシング 繰上返済	66	10	記事	Know（銀行別の繰り上げ返済を知りたい）	ガイド記事	銀行別	繰上返済_銀行別		権威構築	補足	
406	＋α	楽天銀行 繰上返済	N/A	0	削除			検索なし			対象外	不要	
407	＋α	楽天カード リボ 繰上返済	N/A	0	削除			検索なし			対象外	不要	
408	＋α	楽天キャッシング 繰上返済	N/A	0	削除			検索なし			対象外	不要	
409	＋α	ライフカード 繰上返済	N/A	10	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
410	＋α	繰り上げ返済 利息	33	140	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
411	＋α	繰り上げ返済 利息計算	33	210	計算ページ	Do（繰り上げ返済をシミュレーションしたい）	計算ツール		繰上返済計算	繰上返済の計算方法・シミュレーション	ツール集客	必須	計算ツール
412	＋α	繰り上げ返済 利息はどうなる	N/A	20	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
413	＋α	繰り上げ返済 利息分	N/A	20	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
414	＋α	繰り上げ返済 利子減る	N/A	0	削除			検索なし			対象外	不要	
415	＋α	繰り上げ返済 りそな	N/A	20	記事	Know（りそなの繰上返済を知りたい）	ガイド記事	特定企業	繰上返済_特定企業		権威構築	補足	
416	＋α	繰り上げ返済 利率	N/A	10	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済税率		権威構築	補足	
417	＋α	繰り上げ返済 利息 減ら ない 車	N/A	20	記事	Know（車の繰上返済を知りたい）	解説記事	車・動産	繰上返済_車・動産		権威構築	補足	
418	＋α	繰り上げ返済 利息軽減効果	N/A	10	記事	Know（繰上返済の控除・軽減を知りたい）	解説記事	控除・特例	繰上返済控除	繰上返済の控除・軽減措置まとめ	権威構築	必須	解説記事
419	＋α	繰上げ返済 利息	N/A	170	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
420	＋α	繰り上げ返済 ルール	N/A	0	削除			検索なし			対象外	不要	
421	＋α	繰り上げ返済 例	N/A	0	削除			検索なし			対象外	不要	
422	＋α	連帯債務 繰上返済	N/A	0	削除			検索なし			対象外	不要	
423	＋α	連帯債務 繰上返済 贈与	N/A	0	削除			検索なし			対象外	不要	
424	＋α	連帯債務 繰上返済 贈与税	N/A	10	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
425	＋α	住宅ローン 連帯債務 繰上返済	N/A	0	削除			検索なし			対象外	不要	
426	＋α	住宅ローン 連帯債務 繰上返済 贈与	N/A	0	削除			検索なし			対象外	不要	
427	＋α	レイク繰り上げ返済	N/A	110	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
428	＋α	繰り上げ返済 ローン控除	N/A	50	記事	Know（住宅ローン控除との関係を知りたい）	解説記事	控除との関係	繰上返済控除	繰上返済の控除・軽減措置まとめ	権威構築	必須	解説記事
429	＋α	繰り上げ返済 ろうきん	54	390	記事	Know（ろうきんの繰上返済を知りたい）	ガイド記事	特定企業	繰上返済_特定企業		権威構築	補足	
430	＋α	繰り上げ返済 ローン	63	1900	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
431	＋α	繰り上げ返済 ローン控除 シミュレーション	N/A	10	計算ページ	Do（繰り上げ返済をシミュレーションしたい）	計算ツール		繰上返済計算	繰上返済の計算方法・シミュレーション	ツール集客	必須	計算ツール
432	＋α	繰り上げ返済 ローン シミュレーション	N/A	0	削除			検索なし			対象外	不要	
433	＋α	繰上げ返済 ローン	33	1900	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
434	＋α	繰上げ返済 ろうきん	N/A	0	削除			検索なし			対象外	不要	
435	＋α	繰上返済 ローン控除	N/A	0	削除			検索なし			対象外	不要	
436	＋α	ろうきん 繰上返済 手数料	N/A	N/A	削除			検索なし			対象外	不要	
437	＋α	ろうきん 住宅ローン 繰上返済	53	10	記事	Know（住宅ローンの繰り上げ返済を知りたい）	解説記事	住宅ローン	繰上返済_住宅ローン		権威構築	補足	
438	＋α	繰り上げ返済 わかりやすく	N/A	10	記事	Know（繰り上げ返済の仕組みを理解したい）	解説記事	基礎解説	繰上返済基礎解説	繰上返済とは？仕組み・意味をわかりやすく解説	権威構築	必須	ピラーページ
439	＋α	繰り上げ返済 割合	N/A	0	削除			検索なし			対象外	不要	
440	＋α	私募債 繰上返済	N/A	0	削除			検索なし			対象外	不要	
441	＋α	繰り上げ返済 元金均等	N/A	70	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
442	＋α	繰り上げ返済 元本	N/A	30	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
443	＋α	繰り上げ返済 元利均等	N/A	20	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
444	＋α	繰り上げ返済 元金充当	N/A	0	削除			検索なし			対象外	不要	
445	＋α	繰り上げ返済 元本のみ	N/A	0	削除			検索なし			対象外	不要	
446	＋α	繰り上げ返済 額	N/A	10	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
447	＋α	繰り上げ返済 元利 元金	N/A	0	削除			検索なし			対象外	不要	
448	＋α	繰上げ返済 元本	N/A	0	削除			検索なし			対象外	不要	
449	＋α	繰り上げ返済 銀行 嫌がる	N/A	30	記事	Know（住宅ローンの繰り上げ返済を知りたい）	解説記事	住宅ローン	繰上返済_住宅ローン		権威構築	補足	
450	＋α	繰り上げ返済 銀行	N/A	10	記事	Know（住宅ローンの繰り上げ返済を知りたい）	解説記事	住宅ローン	繰上返済_住宅ローン		権威構築	補足	
451	＋α	繰上返済(銀行振込)	N/A	N/A	削除			検索なし			対象外	不要	
452	＋α	銀行 繰上返済	N/A	0	削除			検索なし			対象外	不要	
453	＋α	繰り上げ返済 群馬銀行	N/A	0	削除			検索なし			対象外	不要	
454	＋α	群馬銀行 住宅ローン 繰上返済	N/A	0	削除			検索なし			対象外	不要	
455	＋α	群馬銀行 繰上返済	N/A	0	削除			検索なし			対象外	不要	
456	＋α	繰り上げ返済 月初 月末	N/A	0	削除			検索なし			対象外	不要	
457	＋α	繰り上げ返済 限度額	N/A	10	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
458	＋α	繰り上げ返済 月額	N/A	0	削除			検索なし			対象外	不要	
459	＋α	繰り上げ返済 50万	N/A	10	記事	Know（金額別の効果を知りたい）	ガイド記事	金額別効果	繰上返済_金額別効果		権威構築	補足	
460	＋α	繰り上げ返済 500万	N/A	20	記事	Know（金額別の効果を知りたい）	ガイド記事	金額別効果	繰上返済_金額別効果		権威構築	補足	
461	＋α	繰り上げ返済 残高	N/A	10	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
462	＋α	残クレ 繰上返済	33	0	削除			検索なし			対象外	不要	
463	＋α	繰り上げ返済 住宅ローン	33	8100	記事	Know（住宅ローンの繰り上げ返済を知りたい）	解説記事	住宅ローン	繰上返済_住宅ローン		権威構築	補足	
464	＋α	繰り上げ返済 時期	N/A	20	記事	Know（繰り上げ返済の最適なタイミングを知りたい）	ガイド記事	タイミング	繰上返済_タイミング		権威構築	補足	
465	＋α	繰り上げ返済 ja	N/A	20	記事	Know（jAの繰上返済を知りたい）	ガイド記事	特定企業	繰上返済_特定企業		権威構築	補足	
466	＋α	繰り上げ返済 ジャックス	N/A	0	削除			検索なし			対象外	不要	
467	＋α	繰り上げ返済 住宅ローン 手数料	N/A	0	削除			検索なし			対象外	不要	
468	＋α	繰り上げ返済 jasso	N/A	0	削除			検索なし			対象外	不要	
469	＋α	繰上げ返済 住宅ローン	33	8100	記事	Know（住宅ローンの繰り上げ返済を知りたい）	解説記事	住宅ローン	繰上返済_住宅ローン		権威構築	補足	
470	＋α	繰上返済 住宅ローン控除	57	20	記事	Know（住宅ローンの繰り上げ返済を知りたい）	解説記事	住宅ローン	繰上返済控除	繰上返済の控除・軽減措置まとめ	権威構築	必須	解説記事
471	＋α	繰り上げ返済 全額	N/A	70	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
472	＋α	繰り上げ返済 税金	N/A	20	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
473	＋α	繰り上げ返済 税務署	N/A	20	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
474	＋α	繰り上げ返済 全額 手数料	N/A	0	削除			検索なし			対象外	不要	
475	＋α	繰り上げ返済 税務署 お尋ね	N/A	140	記事	Know（繰上返済の税務調査を知りたい）	解説記事	税務調査	繰上返済_税務調査		権威構築	補足	
476	＋α	繰り上げ返済 全額 利息	N/A	0	削除			検索なし			対象外	不要	
477	＋α	繰り上げ返済 税金控除	N/A	0	削除			検索なし			対象外	不要	
478	＋α	住宅ローン 全額 繰上返済 手数料	56	70	記事	Know（繰り上げ返済の手数料を知りたい）	ガイド記事	手数料	繰上返済_手数料		権威構築	補足	
479	＋α	住宅ローン 全額 繰上返済 手続き	80	50	記事	Know（住宅ローンの繰り上げ返済を知りたい）	解説記事	住宅ローン	繰上返済_住宅ローン		権威構築	補足	
480	＋α	住宅ローン 全額 繰上返済 京都銀行	54	10	削除			地域KW			対象外	不要	
481	＋α	繰り上げ返済 贈与税 ばれる	40	260	記事	Know（繰上返済の税務調査を知りたい）	解説記事	税務調査	繰上返済_税務調査		権威構築	補足	
482	＋α	繰り上げ返済 贈与税 夫婦	N/A	40	記事	Know（親族間の繰上返済を知りたい）	解説記事	親族間	繰上返済_親族間		権威構築	補足	
483	＋α	繰り上げ返済 贈与税	N/A	20	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
484	＋α	繰り上げ返済 贈与	N/A	10	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
485	＋α	繰上返済 贈与税	N/A	N/A	削除			検索なし			対象外	不要	
486	＋α	繰り上げ返済 団信	N/A	0	削除			検索なし			対象外	不要	
487	＋α	繰り上げ返済 団信 損	42	110	記事	Know（繰り上げ返済のメリット・デメリットを知りたい）	解説記事	メリデメ	繰上返済_メリデメ		権威構築	補足	
488	＋α	繰り上げ返済 団信 損 知恵袋	N/A	0	削除			検索なし			対象外	不要	
489	＋α	繰り上げ返済 団信 戻る	N/A	70	記事	Know（繰上返済の還付を知りたい）	解説記事	還付	繰上返済_還付		権威構築	補足	
490	＋α	繰上げ返済 団信	N/A	0	削除			検索なし			対象外	不要	
491	＋α	住宅ローン繰り上げ返済 団信	33	110	記事	Know（住宅ローンの繰り上げ返済を知りたい）	解説記事	住宅ローン	繰上返済_住宅ローン		権威構築	補足	
492	＋α	第四北越銀行 住宅ローン 繰上返済	N/A	0	削除			検索なし			対象外	不要	
493	＋α	第四北越銀行 繰上返済 手数料	N/A	0	削除			検索なし			対象外	不要	
494	＋α	繰り上げ返済 できない	N/A	30	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
495	＋α	繰り上げ返済 電話	N/A	0	削除			検索なし			対象外	不要	
496	＋α	繰り上げ返済 できないケース	N/A	0	削除			検索なし			対象外	不要	
497	＋α	住宅ローン 繰上返済 デメリット	N/A	0	削除			検索なし			対象外	不要	
498	＋α	jcb 繰上返済 できない	N/A	0	削除			検索なし			対象外	不要	
499	＋α	jcb 繰上返済 電話	N/A	0	削除			検索なし			対象外	不要	
500	＋α	繰り上げ返済 どのくらい得	N/A	10	記事	Know（繰り上げ返済のメリット・デメリットを知りたい）	解説記事	メリデメ	繰上返済_メリデメ		権威構築	補足	
501	＋α	繰り上げ返済 どっちが得	N/A	40	記事	Know（繰り上げ返済のメリット・デメリットを知りたい）	解説記事	メリデメ	繰上返済_メリデメ		権威構築	補足	
502	＋α	繰り上げ返済 どれくらい	N/A	10	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
503	＋α	繰り上げ返済 どのくらいの金額	N/A	0	削除			検索なし			対象外	不要	
504	＋α	繰り上げ返済 どうやって	N/A	0	削除			検索なし			対象外	不要	
505	＋α	繰り上げ返済 どっち	N/A	10	記事	Know（期間短縮と返済額軽減の違いを知りたい）	解説記事	方式比較	繰上返済_方式比較		権威構築	補足	
506	＋α	繰り上げ返済 どのタイミング	N/A	0	削除			検索なし			対象外	不要	
507	＋α	繰り上げ返済 どっちがいい	N/A	0	削除			検索なし			対象外	不要	
508	＋α	繰り上げ返済 どれくらい 貯蓄 残す	32	10	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
509	＋α	繰上げ返済 どっちがいい	N/A	0	削除			検索なし			対象外	不要	
510	＋α	バンクイック 繰り上げ返済	66	90	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
511	＋α	繰り上げ返済 ビューカード	N/A	0	削除			検索なし			対象外	不要	
512	＋α	ビューカード 繰上返済	N/A	0	削除			検索なし			対象外	不要	
513	＋α	繰り上げ返済 ブログ	N/A	90	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
514	＋α	繰り上げ返済 分割手数料	N/A	0	削除			検索なし			対象外	不要	
515	＋α	繰り上げ返済 分割払い	N/A	0	削除			検索なし			対象外	不要	
516	＋α	住宅ローン 繰上返済 ブログ	N/A	0	削除			検索なし			対象外	不要	
517	＋α	楽天カード 分割払い 繰上返済	N/A	N/A	削除			検索なし			対象外	不要	
518	＋α	三井住友カード 分割 繰上返済	N/A	0	削除			検索なし			対象外	不要	
519	＋α	分割払い 繰上返済	N/A	0	削除			検索なし			対象外	不要	
520	＋α	jcb 分割払い 繰上返済	N/A	N/A	削除			検索なし			対象外	不要	
521	＋α	繰り上げ返済 ボーナス分	N/A	10	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
522	＋α	繰り上げ返済 ボーナス分 毎月分	N/A	30	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
523	＋α	繰り上げ返済 ボーナス払い	N/A	0	削除			検索なし			対象外	不要	
524	＋α	繰り上げ返済 ボーナス分のみ	33	90	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
525	＋α	繰り上げ返済 ボーナス分 毎月分 どっちが得	N/A	0	削除			検索なし			対象外	不要	
526	＋α	繰り上げ返済 ボーナス 毎月	N/A	0	削除			検索なし			対象外	不要	
527	＋α	繰上げ返済 ボーナス分	N/A	0	削除			検索なし			対象外	不要	
528	＋α	繰り上げ返済 paypayカード	N/A	0	削除			検索なし			対象外	不要	
529	＋α	繰り上げ返済 パターン	N/A	0	削除			検索なし			対象外	不要	
530	＋α	au payカード 繰上返済	N/A	0	削除			検索なし			対象外	不要	
531	＋α	paypayカード キャッシング繰り上げ返済	61	210	記事	Do（繰上返済の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	繰上返済_支払い方法		権威構築	補足	
532	＋α	paidy 繰上返済	N/A	0	削除			検索なし			対象外	不要	
533	＋α	paypay銀行 住宅ローン 繰上返済	N/A	0	削除			検索なし			対象外	不要	
534	＋α	paypayカード リボ 繰上返済	N/A	N/A	削除			検索なし			対象外	不要	
535	＋α	繰り上げ返済 プロミス	N/A	0	削除			検索なし			対象外	不要	
536	＋α	プロミス 繰上返済	N/A	0	削除			検索なし			対象外	不要	
537	＋α	プレミア 繰上返済	N/A	0	削除			検索なし			対象外	不要	
538	＋α	繰り上げ返済 ペイペイカード	N/A	0	削除			検索なし			対象外	不要	
539	＋α	繰り上げ返済 ペナルティ	N/A	0	削除			検索なし			対象外	不要	
540	＋α	ペイペイカード繰り上げ返済	N/A	0	削除			検索なし			対象外	不要	
541	＋α	ペイディ 繰り上げ返済	51	480	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
542	＋α	繰り上げ返済 ポイント付与	N/A	0	削除			検索なし			対象外	不要	
543	＋α	繰り上げ返済 ポイント	N/A	10	記事	Know（繰上返済のルール・制度を知りたい）	解説記事	ルール・制度	繰上返済_ルール・制度		権威構築	補足	
544	＋α	jcb 繰上返済 ポイント	N/A	0	削除			検索なし			対象外	不要	
545	＋α	ポケットカード 繰上返済	N/A	0	削除			検索なし			対象外	不要	
546	＋α	繰上げ返済 ブログ	N/A	90	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
547	＋α	繰り上げ返済 dカード	N/A	0	削除			検索なし			対象外	不要	
548	＋α	fマネーカード 繰上返済	N/A	0	削除			検索なし			対象外	不要	
549	＋α	繰り上げ返済 元金 利息	N/A	20	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
550	＋α	繰り上げ返済 元利均等 元金均等	N/A	20	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
551	＋α	繰り上げ返済 返済額軽減	N/A	20	記事	Know（期間短縮と返済額軽減の違いを知りたい）	解説記事	方式比較	繰上返済控除	繰上返済の控除・軽減措置まとめ	権威構築	必須	解説記事
552	＋α	繰り上げ返済 いつから	N/A	10	記事	Know（繰り上げ返済の最適なタイミングを知りたい）	ガイド記事	タイミング	繰上返済_タイミング		権威構築	補足	
553	＋α	繰り上げ返済 イオン銀行	55	210	記事	Know（住宅ローンの繰り上げ返済を知りたい）	解説記事	住宅ローン	繰上返済_住宅ローン		権威構築	補足	
554	＋α	繰り上げ返済 jcb	63	110	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
555	＋α	繰上返済 jcb	N/A	0	削除			検索なし			対象外	不要	
556	＋α	繰り上げ返済 paypay	N/A	0	削除			検索なし			対象外	不要	
557	＋α	paypay カード 繰上返済	N/A	40	記事	Do（繰上返済の電子手続き・支払方法を知りたい）	ガイド記事	支払い方法	繰上返済_支払い方法		権威構築	補足	
558	＋α	繰り上げ返済 visa	N/A	10	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
559	＋α	vpass 繰上返済	N/A	0	削除			検索なし			対象外	不要	
560	＋α	viewカード繰り上げ返済	N/A	110	記事	Know（繰上返済の概要を知りたい）	解説記事	基礎解説	繰上返済_基礎解説	繰上返済の基礎知識まとめ	権威構築	必須	ピラーページ
561	＋α	visa 繰上返済	N/A	N/A	削除			検索なし			対象外	不要	
